ticker,date,nws_high
KXHIGHNY,2023-11-30,51.0
KXHIGHNY,2023-12-01,51.0
KXHIGHNY,2023-12-02,60.0
KXHIGHNY,2023-12-03,53.0
KXHIGHNY,2023-12-04,54.0
KXHIGHNY,2023-12-05,43.0
KXHIGHNY,2023-12-06,43.0
KXHIGHNY,2023-12-07,39.0
KXHIGHNY,2023-12-08,51.0
KXHIGHNY,2023-12-09,59.0
KXHIGHNY,2023-12-10,61.0
KXHIGHNY,2023-12-11,50.0
KXHIGHNY,2023-12-12,44.0
KXHIGHNY,2023-12-13,47.0
KXHIGHNY,2023-12-14,41.0
KXHIGHNY,2023-12-15,58.0
KXHIGHNY,2023-12-16,54.0
KXHIGHNY,2023-12-17,59.0
KXHIGHNY,2023-12-18,62.0
KXHIGHNY,2023-12-19,44.0
KXHIGHNY,2023-12-20,46.0
KXHIGHNY,2023-12-21,42.0
KXHIGHNY,2023-12-22,37.0
KXHIGHNY,2023-12-23,44.0
KXHIGHNY,2023-12-24,49.0
KXHIGHNY,2023-12-25,49.0
KXHIGHNY,2023-12-26,51.0
KXHIGHNY,2023-12-27,50.0
KXHIGHNY,2023-12-28,55.0
KXHIGHNY,2023-12-29,55.0
KXHIGHNY,2023-12-30,46.0
KXHIGHNY,2023-12-31,43.0
KXHIGHNY,2024-01-01,47.0
KXHIGHNY,2024-01-02,42.0
KXHIGHNY,2024-01-03,43.0
KXHIGHNY,2024-01-04,45.0
KXHIGHNY,2024-01-05,37.0
KXHIGHNY,2024-01-06,38.0
KXHIGHNY,2024-01-07,38.0
KXHIGHNY,2024-01-08,45.0
KXHIGHNY,2024-01-09,57.0
KXHIGHNY,2024-01-10,57.0
KXHIGHNY,2024-01-11,47.0
KXHIGHNY,2024-01-12,50.0
KXHIGHNY,2024-01-13,60.0
KXHIGHNY,2024-01-14,44.0
KXHIGHNY,2024-01-15,29.0
KXHIGHNY,2024-01-16,32.0
KXHIGHNY,2024-01-17,24.0
KXHIGHNY,2024-01-18,34.0
KXHIGHNY,2024-01-19,32.0
KXHIGHNY,2024-01-20,26.0
KXHIGHNY,2024-01-21,31.0
KXHIGHNY,2024-01-22,38.0
KXHIGHNY,2024-01-23,40.0
KXHIGHNY,2024-01-24,48.0
KXHIGHNY,2024-01-25,59.0
KXHIGHNY,2024-01-26,46.0
KXHIGHNY,2024-01-27,49.0
KXHIGHNY,2024-01-28,44.0
KXHIGHNY,2024-01-29,40.0
KXHIGHNY,2024-01-30,38.0
KXHIGHNY,2024-01-31,40.0
KXHIGHNY,2024-02-01,46.0
KXHIGHNY,2024-02-02,46.0
KXHIGHNY,2024-02-03,43.0
KXHIGHNY,2024-02-04,46.0
KXHIGHNY,2024-02-05,45.0
KXHIGHNY,2024-02-06,42.0
KXHIGHNY,2024-02-07,48.0
KXHIGHNY,2024-02-08,53.0
KXHIGHNY,2024-02-09,55.0
KXHIGHNY,2024-02-10,60.0
KXHIGHNY,2024-02-11,56.0
KXHIGHNY,2024-02-12,48.0
KXHIGHNY,2024-02-13,41.0
KXHIGHNY,2024-02-14,38.0
KXHIGHNY,2024-02-15,39.0
KXHIGHNY,2024-02-16,43.0
KXHIGHNY,2024-02-17,36.0
KXHIGHNY,2024-02-18,40.0
KXHIGHNY,2024-02-19,41.0
KXHIGHNY,2024-02-20,40.0
KXHIGHNY,2024-02-21,43.0
KXHIGHNY,2024-02-22,45.0
KXHIGHNY,2024-02-23,47.0
KXHIGHNY,2024-02-24,44.0
KXHIGHNY,2024-02-25,41.0
KXHIGHNY,2024-02-26,55.0
KXHIGHNY,2024-02-27,55.0
KXHIGHNY,2024-02-28,62.0
KXHIGHNY,2024-02-29,43.0
KXHIGHNY,2024-03-01,48.0
KXHIGHNY,2024-03-02,55.0
KXHIGHNY,2024-03-03,68.0
KXHIGHNY,2024-03-04,59.0
KXHIGHNY,2024-03-05,49.0
KXHIGHNY,2024-03-06,53.0
KXHIGHNY,2024-03-07,54.0
KXHIGHNY,2024-03-08,57.0
KXHIGHNY,2024-03-09,49.0
KXHIGHNY,2024-03-10,51.0
KXHIGHNY,2024-03-11,52.0
KXHIGHNY,2024-03-12,66.0
KXHIGHNY,2024-03-13,62.0
KXHIGHNY,2024-03-14,74.0
KXHIGHNY,2024-03-15,73.0
KXHIGHNY,2024-03-16,61.0
KXHIGHNY,2024-03-17,63.0
KXHIGHNY,2024-03-18,51.0
KXHIGHNY,2024-03-19,48.0
KXHIGHNY,2024-03-20,57.0
KXHIGHNY,2024-03-21,43.0
KXHIGHNY,2024-03-22,46.0
KXHIGHNY,2024-03-23,50.0
KXHIGHNY,2024-03-24,48.0
KXHIGHNY,2024-03-25,53.0
KXHIGHNY,2024-03-26,53.0
KXHIGHNY,2024-03-27,52.0
KXHIGHNY,2024-03-28,51.0
KXHIGHNY,2024-03-29,56.0
KXHIGHNY,2024-03-30,62.0
KXHIGHNY,2024-03-31,62.0
KXHIGHNY,2024-04-01,54.0
KXHIGHNY,2024-04-02,51.0
KXHIGHNY,2024-04-03,45.0
KXHIGHNY,2024-04-04,53.0
KXHIGHNY,2024-04-05,50.0
KXHIGHNY,2024-04-06,54.0
KXHIGHNY,2024-04-07,60.0
KXHIGHNY,2024-04-08,69.0
KXHIGHNY,2024-04-09,80.0
KXHIGHNY,2024-04-10,67.0
KXHIGHNY,2024-04-11,61.0
KXHIGHNY,2024-04-12,63.0
KXHIGHNY,2024-04-13,56.0
KXHIGHNY,2024-04-14,75.0
KXHIGHNY,2024-04-15,82.0
KXHIGHNY,2024-04-16,73.0
KXHIGHNY,2024-04-17,62.0
KXHIGHNY,2024-04-18,50.0
KXHIGHNY,2024-04-19,60.0
KXHIGHNY,2024-04-20,71.0
KXHIGHNY,2024-04-21,54.0
KXHIGHNY,2024-04-22,64.0
KXHIGHNY,2024-04-23,65.0
KXHIGHNY,2024-04-24,74.0
KXHIGHNY,2024-04-25,60.0
KXHIGHNY,2024-04-26,65.0
KXHIGHNY,2024-04-27,64.0
KXHIGHNY,2024-04-28,79.0
KXHIGHNY,2024-04-29,87.0
KXHIGHNY,2024-04-30,66.0
KXHIGHNY,2024-05-01,80.0
KXHIGHNY,2024-05-02,79.0
KXHIGHNY,2024-05-03,65.0
KXHIGHNY,2024-05-04,63.0
KXHIGHNY,2024-05-05,54.0
KXHIGHNY,2024-05-06,74.0
KXHIGHNY,2024-05-07,80.0
KXHIGHNY,2024-05-08,84.0
KXHIGHNY,2024-05-09,70.0
KXHIGHNY,2024-05-10,56.0
KXHIGHNY,2024-05-11,64.0
KXHIGHNY,2024-05-12,57.0
KXHIGHNY,2024-05-13,65.0
KXHIGHNY,2024-05-14,72.0
KXHIGHNY,2024-05-15,64.0
KXHIGHNY,2024-05-16,64.0
KXHIGHNY,2024-05-17,72.0
KXHIGHNY,2024-05-18,69.0
KXHIGHNY,2024-05-19,75.0
KXHIGHNY,2024-05-20,74.0
KXHIGHNY,2024-05-21,83.0
KXHIGHNY,2024-05-22,84.0
KXHIGHNY,2024-05-23,79.0
KXHIGHNY,2024-05-24,84.0
KXHIGHNY,2024-05-25,81.0
KXHIGHNY,2024-05-26,82.0
KXHIGHNY,2024-05-27,73.0
KXHIGHNY,2024-05-28,79.0
KXHIGHNY,2024-05-29,76.0
KXHIGHNY,2024-05-30,71.0
KXHIGHNY,2024-05-31,75.0
KXHIGHNY,2024-06-01,83.0
KXHIGHNY,2024-06-02,81.0
KXHIGHNY,2024-06-03,86.0
KXHIGHNY,2024-06-04,79.0
KXHIGHNY,2024-06-05,79.0
KXHIGHNY,2024-06-06,81.0
KXHIGHNY,2024-06-07,82.0
KXHIGHNY,2024-06-08,76.0
KXHIGHNY,2024-06-09,74.0
KXHIGHNY,2024-06-10,75.0
KXHIGHNY,2024-06-11,73.0
KXHIGHNY,2024-06-12,76.0
KXHIGHNY,2024-06-13,84.0
KXHIGHNY,2024-06-14,85.0
KXHIGHNY,2024-06-15,80.0
KXHIGHNY,2024-06-16,78.0
KXHIGHNY,2024-06-17,83.0
KXHIGHNY,2024-06-18,86.0
KXHIGHNY,2024-06-19,89.0
KXHIGHNY,2024-06-20,91.0
KXHIGHNY,2024-06-21,94.0
KXHIGHNY,2024-06-22,93.0
KXHIGHNY,2024-06-23,92.0
KXHIGHNY,2024-06-24,80.0
KXHIGHNY,2024-06-25,90.0
KXHIGHNY,2024-06-26,93.0
KXHIGHNY,2024-06-27,84.0
KXHIGHNY,2024-06-28,79.0
KXHIGHNY,2024-06-29,79.0
KXHIGHNY,2024-06-30,85.0
KXHIGHNY,2024-07-01,81.0
KXHIGHNY,2024-07-02,86.0
KXHIGHNY,2024-07-03,83.0
KXHIGHNY,2024-07-04,89.0
KXHIGHNY,2024-07-05,90.0
KXHIGHNY,2024-07-06,92.0
KXHIGHNY,2024-07-07,93.0
KXHIGHNY,2024-07-08,95.0
KXHIGHNY,2024-07-09,89.0
KXHIGHNY,2024-07-10,91.0
KXHIGHNY,2024-07-11,89.0
KXHIGHNY,2024-07-12,84.0
KXHIGHNY,2024-07-13,87.0
KXHIGHNY,2024-07-14,90.0
KXHIGHNY,2024-07-15,91.0
KXHIGHNY,2024-07-16,94.0
KXHIGHNY,2024-07-17,90.0
KXHIGHNY,2024-07-18,86.0
KXHIGHNY,2024-07-19,83.0
KXHIGHNY,2024-07-20,83.0
KXHIGHNY,2024-07-21,88.0
KXHIGHNY,2024-07-22,84.0
KXHIGHNY,2024-07-23,81.0
KXHIGHNY,2024-07-24,81.0
KXHIGHNY,2024-07-25,83.0
KXHIGHNY,2024-07-26,84.0
KXHIGHNY,2024-07-27,87.0
KXHIGHNY,2024-07-28,89.0
KXHIGHNY,2024-07-29,84.0
KXHIGHNY,2024-07-30,88.0
KXHIGHNY,2024-07-31,89.0
KXHIGHNY,2024-08-01,95.0
KXHIGHNY,2024-08-02,92.0
KXHIGHNY,2024-08-03,93.0
KXHIGHNY,2024-08-04,83.0
KXHIGHNY,2024-08-05,90.0
KXHIGHNY,2024-08-06,90.0
KXHIGHNY,2024-08-07,72.0
KXHIGHNY,2024-08-08,70.0
KXHIGHNY,2024-08-09,80.0
KXHIGHNY,2024-08-10,85.0
KXHIGHNY,2024-08-11,80.0
KXHIGHNY,2024-08-12,81.0
KXHIGHNY,2024-08-13,81.0
KXHIGHNY,2024-08-14,85.0
KXHIGHNY,2024-08-15,86.0
KXHIGHNY,2024-08-16,87.0
KXHIGHNY,2024-08-17,79.0
KXHIGHNY,2024-08-18,81.0
KXHIGHNY,2024-08-19,84.0
KXHIGHNY,2024-08-20,72.0
KXHIGHNY,2024-08-21,73.0
KXHIGHNY,2024-08-22,76.0
KXHIGHNY,2024-08-23,80.0
KXHIGHNY,2024-08-24,83.0
KXHIGHNY,2024-08-25,85.0
KXHIGHNY,2024-08-26,85.0
KXHIGHNY,2024-08-27,86.0
KXHIGHNY,2024-08-28,91.0
KXHIGHNY,2024-08-29,82.0
KXHIGHNY,2024-08-30,74.0
KXHIGHNY,2024-08-31,77.0
KXHIGHNY,2024-09-01,81.0
KXHIGHNY,2024-09-02,79.0
KXHIGHNY,2024-09-03,74.0
KXHIGHNY,2024-09-04,77.0
KXHIGHNY,2024-09-05,77.0
KXHIGHNY,2024-09-06,78.0
KXHIGHNY,2024-09-07,76.0
KXHIGHNY,2024-09-08,69.0
KXHIGHNY,2024-09-09,75.0
KXHIGHNY,2024-09-10,78.0
KXHIGHNY,2024-09-11,79.0
KXHIGHNY,2024-09-12,80.0
KXHIGHNY,2024-09-13,82.0
KXHIGHNY,2024-09-14,83.0
KXHIGHNY,2024-09-15,80.0
KXHIGHNY,2024-09-16,77.0
KXHIGHNY,2024-09-17,79.0
KXHIGHNY,2024-09-18,75.0
KXHIGHNY,2024-09-19,84.0
KXHIGHNY,2024-09-20,81.0
KXHIGHNY,2024-09-21,79.0
KXHIGHNY,2024-09-22,74.0
KXHIGHNY,2024-09-23,67.0
KXHIGHNY,2024-09-24,68.0
KXHIGHNY,2024-09-25,68.0
KXHIGHNY,2024-09-26,74.0
KXHIGHNY,2024-09-27,74.0
KXHIGHNY,2024-09-28,68.0
KXHIGHNY,2024-09-29,63.0
KXHIGHNY,2024-09-30,72.0
KXHIGHNY,2024-10-01,69.0
KXHIGHNY,2024-10-02,68.0
KXHIGHNY,2024-10-03,72.0
KXHIGHNY,2024-10-04,73.0
KXHIGHNY,2024-10-05,75.0
KXHIGHNY,2024-10-06,71.0
KXHIGHNY,2024-10-07,75.0
KXHIGHNY,2024-10-08,68.0
KXHIGHNY,2024-10-09,68.0
KXHIGHNY,2024-10-10,62.0
KXHIGHNY,2024-10-11,68.0
KXHIGHNY,2024-10-12,74.0
KXHIGHNY,2024-10-13,69.0
KXHIGHNY,2024-10-14,66.0
KXHIGHNY,2024-10-15,57.0
KXHIGHNY,2024-10-16,59.0
KXHIGHNY,2024-10-17,58.0
KXHIGHNY,2024-10-18,66.0
KXHIGHNY,2024-10-19,71.0
KXHIGHNY,2024-10-20,73.0
KXHIGHNY,2024-10-21,79.0
KXHIGHNY,2024-10-22,81.0
KXHIGHNY,2024-10-23,75.0
KXHIGHNY,2024-10-24,69.0
KXHIGHNY,2024-10-25,62.0
KXHIGHNY,2024-10-26,64.0
KXHIGHNY,2024-10-27,57.0
KXHIGHNY,2024-10-28,61.0
KXHIGHNY,2024-10-29,63.0
KXHIGHNY,2024-10-30,76.0
KXHIGHNY,2024-10-31,81.0
KXHIGHNY,2024-11-01,79.0
KXHIGHNY,2024-11-02,60.0
KXHIGHNY,2024-11-03,54.0
KXHIGHNY,2024-11-04,58.0
KXHIGHNY,2024-11-05,73.0
KXHIGHNY,2024-11-06,80.0
KXHIGHNY,2024-11-07,73.0
KXHIGHNY,2024-11-08,69.0
KXHIGHNY,2024-11-09,54.0
KXHIGHNY,2024-11-10,58.0
KXHIGHNY,2024-11-11,68.0
KXHIGHNY,2024-11-12,59.0
KXHIGHNY,2024-11-13,50.0
KXHIGHNY,2024-11-14,47.0
KXHIGHNY,2024-11-15,58.0
KXHIGHNY,2024-11-16,62.0
KXHIGHNY,2024-11-17,63.0
KXHIGHNY,2024-11-18,66.0
KXHIGHNY,2024-11-19,60.0
KXHIGHNY,2024-11-20,60.0
KXHIGHNY,2024-11-21,54.0
KXHIGHNY,2024-11-22,40.0
KXHIGHNY,2024-11-23,49.0
KXHIGHNY,2024-11-24,53.0
KXHIGHNY,2024-11-25,54.0
KXHIGHNY,2024-11-26,58.0
KXHIGHNY,2024-11-27,52.0
KXHIGHNY,2024-11-28,49.0
KXHIGHNY,2024-11-29,47.0
KXHIGHNY,2024-11-30,39.0
KXHIGHNY,2024-12-01,38.0
KXHIGHNY,2024-12-02,39.0
KXHIGHNY,2024-12-03,42.0
KXHIGHNY,2024-12-04,42.0
KXHIGHNY,2024-12-05,40.0
KXHIGHNY,2024-12-06,34.0
KXHIGHNY,2024-12-07,41.0
KXHIGHNY,2024-12-08,55.0
KXHIGHNY,2024-12-09,51.0
KXHIGHNY,2024-12-10,50.0
KXHIGHNY,2024-12-11,60.0
KXHIGHNY,2024-12-12,41.0
KXHIGHNY,2024-12-13,33.0
KXHIGHNY,2024-12-14,34.0
KXHIGHNY,2024-12-15,41.0
KXHIGHNY,2024-12-16,52.0
KXHIGHNY,2024-12-17,59.0
KXHIGHNY,2024-12-18,53.0
KXHIGHNY,2024-12-19,45.0
KXHIGHNY,2024-12-20,37.0
KXHIGHNY,2024-12-21,33.0
KXHIGHNY,2024-12-22,21.0
KXHIGHNY,2024-12-23,31.0
KXHIGHNY,2024-12-24,39.0
KXHIGHNY,2024-12-25,35.0
KXHIGHNY,2024-12-26,36.0
KXHIGHNY,2024-12-27,44.0
KXHIGHNY,2024-12-28,54.0
KXHIGHNY,2024-12-29,60.0
KXHIGHNY,2024-12-30,58.0
KXHIGHNY,2024-12-31,53.0
KXHIGHNY,2025-01-01,51.0
KXHIGHNY,2025-01-02,43.0
KXHIGHNY,2025-01-03,39.0
KXHIGHNY,2025-01-04,33.0
KXHIGHNY,2025-01-05,33.0
KXHIGHNY,2025-01-06,30.0
KXHIGHNY,2025-01-07,33.0
KXHIGHNY,2025-01-08,30.0
KXHIGHNY,2025-01-09,33.0
KXHIGHNY,2025-01-10,39.0
KXHIGHNY,2025-01-11,36.0
KXHIGHNY,2025-01-12,42.0
KXHIGHNY,2025-01-13,42.0
KXHIGHNY,2025-01-14,35.0
KXHIGHNY,2025-01-15,32.0
KXHIGHNY,2025-01-16,30.0
KXHIGHNY,2025-01-17,42.0
KXHIGHNY,2025-01-18,46.0
KXHIGHNY,2025-01-19,41.0
KXHIGHNY,2025-01-20,26.0
KXHIGHNY,2025-01-21,19.0
KXHIGHNY,2025-01-22,20.0
KXHIGHNY,2025-01-23,28.0
KXHIGHNY,2025-01-24,33.0
KXHIGHNY,2025-01-25,33.0
KXHIGHNY,2025-01-26,43.0
KXHIGHNY,2025-01-27,40.0
KXHIGHNY,2025-01-28,42.0
KXHIGHNY,2025-01-29,52.0
KXHIGHNY,2025-01-30,38.0
KXHIGHNY,2025-01-31,48.0
KXHIGHNY,2025-02-01,48.0
KXHIGHNY,2025-02-02,31.0
KXHIGHNY,2025-02-03,49.0
KXHIGHNY,2025-02-04,47.0
KXHIGHNY,2025-02-05,36.0
KXHIGHNY,2025-02-06,38.0
KXHIGHNY,2025-02-07,43.0
KXHIGHNY,2025-02-08,35.0
KXHIGHNY,2025-02-09,36.0
KXHIGHNY,2025-02-10,37.0
KXHIGHNY,2025-02-11,35.0
KXHIGHNY,2025-02-12,36.0
KXHIGHNY,2025-02-13,46.0
KXHIGHNY,2025-02-14,36.0
KXHIGHNY,2025-02-15,35.0
KXHIGHNY,2025-02-16,47.0
KXHIGHNY,2025-02-17,36.0
KXHIGHNY,2025-02-18,27.0
KXHIGHNY,2025-02-19,30.0
KXHIGHNY,2025-02-20,29.0
KXHIGHNY,2025-02-21,35.0
KXHIGHNY,2025-02-22,40.0
KXHIGHNY,2025-02-23,46.0
KXHIGHNY,2025-02-24,49.0
KXHIGHNY,2025-02-25,57.0
KXHIGHNY,2025-02-26,56.0
KXHIGHNY,2025-02-27,54.0
KXHIGHNY,2025-02-28,51.0
KXHIGHNY,2025-03-01,64.0
KXHIGHNY,2025-03-02,33.0
KXHIGHNY,2025-03-03,39.0
KXHIGHNY,2025-03-04,52.0
KXHIGHNY,2025-03-05,54.0
KXHIGHNY,2025-03-06,55.0
KXHIGHNY,2025-03-07,50.0
KXHIGHNY,2025-03-08,45.0
KXHIGHNY,2025-03-09,53.0
KXHIGHNY,2025-03-10,66.0
KXHIGHNY,2025-03-11,65.0
KXHIGHNY,2025-03-12,55.0
KXHIGHNY,2025-03-13,50.0
KXHIGHNY,2025-03-14,57.0
KXHIGHNY,2025-03-15,49.0
KXHIGHNY,2025-03-16,61.0
KXHIGHNY,2025-03-17,59.0
KXHIGHNY,2025-03-18,61.0
KXHIGHNY,2025-03-19,63.0
KXHIGHNY,2025-03-20,52.0
KXHIGHNY,2025-03-21,51.0
KXHIGHNY,2025-03-22,64.0
KXHIGHNY,2025-03-23,48.0
KXHIGHNY,2025-03-24,50.0
KXHIGHNY,2025-03-25,58.0
KXHIGHNY,2025-03-26,53.0
KXHIGHNY,2025-03-27,53.0
KXHIGHNY,2025-03-28,63.0
KXHIGHNY,2025-03-29,81.0
KXHIGHNY,2025-03-30,48.0
KXHIGHNY,2025-03-31,73.0
KXHIGHNY,2025-04-01,58.0
KXHIGHNY,2025-04-02,49.0
KXHIGHNY,2025-04-03,73.0
KXHIGHNY,2025-04-04,73.0
KXHIGHNY,2025-04-05,59.0
KXHIGHNY,2025-04-06,56.0
KXHIGHNY,2025-04-07,50.0
KXHIGHNY,2025-04-08,45.0
KXHIGHNY,2025-04-09,49.0
KXHIGHNY,2025-04-10,51.0
KXHIGHNY,2025-04-11,46.0
KXHIGHNY,2025-04-12,40.0
KXHIGHNY,2025-04-13,58.0
KXHIGHNY,2025-04-14,66.0
KXHIGHNY,2025-04-15,69.0
KXHIGHNY,2025-04-16,50.0
KXHIGHNY,2025-04-17,64.0
KXHIGHNY,2025-04-18,68.0
KXHIGHNY,2025-04-19,85.0
KXHIGHNY,2025-04-20,73.0
KXHIGHNY,2025-04-21,57.0
KXHIGHNY,2025-04-22,82.0
KXHIGHNY,2025-04-23,76.0
KXHIGHNY,2025-04-24,77.0
KXHIGHNY,2025-04-25,77.0
KXHIGHNY,2025-04-26,74.0
KXHIGHNY,2025-04-27,59.0
KXHIGHNY,2025-04-28,76.0
KXHIGHNY,2025-04-29,79.0
KXHIGHNY,2025-04-30,73.0
KXHIGHNY,2025-05-01,71.0
KXHIGHNY,2025-05-02,84.0
KXHIGHNY,2025-05-03,85.0
KXHIGHNY,2025-05-04,69.0
KXHIGHNY,2025-05-05,61.0
KXHIGHNY,2025-05-06,64.0
KXHIGHNY,2025-05-07,74.0
KXHIGHNY,2025-05-08,78.0
KXHIGHNY,2025-05-09,60.0
KXHIGHNY,2025-05-10,72.0
KXHIGHNY,2025-05-11,77.0
KXHIGHNY,2025-05-12,72.0
KXHIGHNY,2025-05-13,69.0
KXHIGHNY,2025-05-14,62.0
KXHIGHNY,2025-05-15,69.0
KXHIGHNY,2025-05-16,72.0
KXHIGHNY,2025-05-17,82.0
KXHIGHNY,2025-05-18,73.0
KXHIGHNY,2025-05-19,69.0
KXHIGHNY,2025-05-20,67.0
KXHIGHNY,2025-05-21,59.0
KXHIGHNY,2025-05-22,51.0
KXHIGHNY,2025-05-23,63.0
KXHIGHNY,2025-05-24,64.0
KXHIGHNY,2025-05-25,66.0
KXHIGHNY,2025-05-26,73.0
KXHIGHNY,2025-05-27,74.0
KXHIGHNY,2025-05-28,65.0
KXHIGHNY,2025-05-29,67.0
KXHIGHNY,2025-05-30,75.0
KXHIGHNY,2025-05-31,67.0
KXHIGHNY,2025-06-01,66.0
KXHIGHNY,2025-06-02,71.0
KXHIGHNY,2025-06-03,79.0
KXHIGHNY,2025-06-04,83.0
KXHIGHNY,2025-06-05,87.0
KXHIGHNY,2025-06-06,84.0
KXHIGHNY,2025-06-07,76.0
KXHIGHNY,2025-06-08,76.0
KXHIGHNY,2025-06-09,64.0
KXHIGHNY,2025-06-10,73.0
KXHIGHNY,2025-06-11,81.0
KXHIGHNY,2025-06-12,87.0
KXHIGHNY,2025-06-13,78.0
KXHIGHNY,2025-06-14,68.0
KXHIGHNY,2025-06-15,64.0
KXHIGHNY,2025-06-16,69.0
KXHIGHNY,2025-06-17,67.0
KXHIGHNY,2025-06-18,84.0
KXHIGHNY,2025-06-19,88.0
KXHIGHNY,2025-06-20,82.0
KXHIGHNY,2025-06-21,86.0
KXHIGHNY,2025-06-22,88.0
KXHIGHNY,2025-06-23,96.0
KXHIGHNY,2025-06-24,99.0
KXHIGHNY,2025-06-25,96.0
KXHIGHNY,2025-06-26,85.0
KXHIGHNY,2025-06-27,72.0
KXHIGHNY,2025-06-28,83.0
KXHIGHNY,2025-06-29,89.0
KXHIGHNY,2025-06-30,90.0
KXHIGHNY,2025-07-01,89.0
KXHIGHNY,2025-07-02,84.0
KXHIGHNY,2025-07-03,88.0
KXHIGHNY,2025-07-04,83.0
KXHIGHNY,2025-07-05,84.0
KXHIGHNY,2025-07-06,87.0
KXHIGHNY,2025-07-07,87.0
KXHIGHNY,2025-07-08,93.0
KXHIGHNY,2025-07-09,90.0
KXHIGHNY,2025-07-10,84.0
KXHIGHNY,2025-07-11,84.0
KXHIGHNY,2025-07-12,83.0
KXHIGHNY,2025-07-13,83.0
KXHIGHNY,2025-07-14,85.0
KXHIGHNY,2025-07-15,86.0
KXHIGHNY,2025-07-16,87.0
KXHIGHNY,2025-07-17,90.0
KXHIGHNY,2025-07-18,82.0
KXHIGHNY,2025-07-19,81.0
KXHIGHNY,2025-07-20,88.0
KXHIGHNY,2025-07-21,85.0
KXHIGHNY,2025-07-22,81.0
KXHIGHNY,2025-07-23,80.0
KXHIGHNY,2025-07-24,87.0
KXHIGHNY,2025-07-25,95.0
KXHIGHNY,2025-07-26,85.0
KXHIGHNY,2025-07-27,84.0
KXHIGHNY,2025-07-28,94.0
KXHIGHNY,2025-07-29,97.0
KXHIGHNY,2025-07-30,95.0
KXHIGHNY,2025-07-31,89.0
KXHIGHNY,2025-08-01,73.0
KXHIGHNY,2025-08-02,80.0
KXHIGHNY,2025-08-03,84.0
KXHIGHNY,2025-08-04,89.0
KXHIGHNY,2025-08-05,86.0
KXHIGHNY,2025-08-06,79.0
KXHIGHNY,2025-08-07,81.0
KXHIGHNY,2025-08-08,82.0
KXHIGHNY,2025-08-09,85.0
KXHIGHNY,2025-08-10,90.0
KXHIGHNY,2025-08-11,89.0
KXHIGHNY,2025-08-12,91.0
KXHIGHNY,2025-08-13,89.0
KXHIGHNY,2025-08-14,89.0
KXHIGHNY,2025-08-15,89.0
KXHIGHNY,2025-08-16,84.0
KXHIGHNY,2025-08-17,91.0
KXHIGHNY,2025-08-18,75.0
KXHIGHNY,2025-08-19,77.0
KXHIGHNY,2025-08-20,70.0
KXHIGHNY,2025-08-21,72.0
KXHIGHNY,2025-08-22,83.0
KXHIGHNY,2025-08-23,82.0
KXHIGHNY,2025-08-24,80.0
KXHIGHNY,2025-08-25,86.0
KXHIGHNY,2025-08-26,79.0
KXHIGHNY,2025-08-27,75.0
KXHIGHNY,2025-08-28,78.0
KXHIGHNY,2025-08-29,78.0
KXHIGHNY,2025-08-30,76.0
KXHIGHNY,2025-08-31,79.0
KXHIGHNY,2025-09-01,78.0
KXHIGHNY,2025-09-02,79.0
KXHIGHNY,2025-09-03,79.0
KXHIGHNY,2025-09-04,77.0
KXHIGHNY,2025-09-05,82.0
KXHIGHNY,2025-09-06,86.0
KXHIGHNY,2025-09-07,69.0
KXHIGHNY,2025-09-08,73.0
KXHIGHNY,2025-09-09,73.0
KXHIGHNY,2025-09-10,73.0
KXHIGHNY,2025-09-11,79.0
KXHIGHNY,2025-09-12,78.0
KXHIGHNY,2025-09-13,77.0
KXHIGHNY,2025-09-14,81.0
KXHIGHNY,2025-09-15,79.0
KXHIGHNY,2025-09-16,74.0
KXHIGHNY,2025-09-17,70.0
KXHIGHNY,2025-09-18,83.0
KXHIGHNY,2025-09-19,84.0
KXHIGHNY,2025-09-20,73.0
KXHIGHNY,2025-09-21,71.0
KXHIGHNY,2025-09-22,73.0
KXHIGHNY,2025-09-23,83.0
KXHIGHNY,2025-09-24,80.0
KXHIGHNY,2025-09-25,77.0
KXHIGHNY,2025-09-26,82.0
KXHIGHNY,2025-09-27,79.0
KXHIGHNY,2025-09-28,83.0
KXHIGHNY,2025-09-29,78.0
KXHIGHNY,2025-09-30,81.0
KXHIGHNY,2025-10-01,69.0
KXHIGHNY,2025-10-02,66.0
KXHIGHNY,2025-10-03,71.0
KXHIGHNY,2025-10-04,82.0
KXHIGHNY,2025-10-05,84.0
KXHIGHNY,2025-10-06,80.0
KXHIGHNY,2025-10-07,80.0
KXHIGHNY,2025-10-08,72.0
KXHIGHNY,2025-10-09,59.0
KXHIGHNY,2025-10-10,62.0
KXHIGHNY,2025-10-11,64.0
KXHIGHNY,2025-10-12,63.0
KXHIGHNY,2025-10-13,58.0
KXHIGHNY,2025-10-14,61.0
KXHIGHNY,2025-10-15,68.0
KXHIGHNY,2025-10-16,61.0
KXHIGHNY,2025-10-17,63.0
KXHIGHNY,2025-10-18,65.0
KXHIGHNY,2025-10-19,70.0
KXHIGHNY,2025-10-20,68.0
KXHIGHNY,2025-10-21,66.0
KXHIGHNY,2025-10-22,62.0
KXHIGHNY,2025-10-23,60.0
KXHIGHNY,2025-10-24,59.0
KXHIGHNY,2025-10-25,58.0
KXHIGHNY,2025-10-26,59.0
KXHIGHNY,2025-10-27,55.0
KXHIGHNY,2025-10-28,54.0
